Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
SCJ Broad (ENG),28,11,54,5,1.92,10.8,33.6,v South Africa,Durban,26 Dec 2015,0,1,1
T Panyangara (ZIM),23,5,59,5,2.56,11.8,27.6,v Bangladesh,Dhaka,25 Oct 2014,0,1,1
RJ Harris (AUS),20,5,62,5,3.1,12.4,24,v Sri Lanka,Galle,31 Aug 2011,0,1,1
RAP Nissanka (SL),12.3,0,64,5,5.12,12.8,15,v West Indies,Kingston,27 Jun 2003,0,1,1
IE O'Brien (NZ),40,18,64,5,1.6,12.8,48,v Bangladesh,Chittagong,17 Oct 2008,0,1,1
FH Edwards (WI),15.3,2,65,5,4.19,13,18.6,v New Zealand,Wellington,17 Mar 2006,0,1,1
JN Gillespie (AUS),34,11,65,5,1.91,13,40.8,v Bangladesh,Fatullah,9 Apr 2006,0,1,1
BA Stokes (ENG),23,7,65,5,2.82,13,27.6,v Bangladesh,Dhaka,28 Oct 2016,0,1,1
GD McGrath (AUS),34.1,10,66,5,1.93,13.2,41,v New Zealand,Auckland,11 Mar 2000,0,1,1
SM Pollock (SA),41.1,16,66,5,1.6,13.2,49.4,v West Indies,St John's,6 Apr 2001,0,1,1
CA Walsh (WI),41,20,69,5,1.68,13.8,49.2,v England,Manchester,3 Aug 2000,0,1,1
MJ Hoggard (ENG),30,9,69,5,2.3,13.8,36,v West Indies,Bridgetown,1 Apr 2004,0,1,1
VD Philander (SA),23,5,72,5,3.13,14.4,27.6,v England,Nottingham,14 Jul 2017,0,1,1
KAJ Roach (WI),24,8,72,5,3,14.4,28.8,v England,Lord's,7 Sep 2017,0,1,1
BA Stokes (ENG),26.2,5,73,5,2.77,14.6,31.6,v India,Mohali,26 Nov 2016,0,1,1
UT Yadav (INDIA),31,12,75,5,2.41,15,37.2,v West Indies,North Sound,21 Jul 2016,0,1,1
Mohammad Asif (PAK),38,16,76,5,2,15.2,45.6,v South Africa,Port Elizabeth,19 Jan 2007,0,1,1
SP Jones (ENG),29.1,7,78,5,2.67,15.6,35,v South Africa,Port Elizabeth,17 Dec 2004,0,1,1
GD McGrath (AUS),29,7,80,5,2.75,16,34.8,v England,Nottingham,2 Aug 2001,0,1,1
DW Steyn (SA),34,10,80,5,2.35,16,40.8,v New Zealand,Hamilton,15 Mar 2012,0,1,1
JR Hazlewood (AUS),28.4,7,80,5,2.79,16,34.4,v Sri Lanka,Pallekele,26 Jul 2016,0,1,1
PM Siddle (AUS),41.3,18,81,5,1.95,16.2,49.8,v South Africa,Durban,6 Mar 2009,0,1,1
KAJ Roach (WI),40.1,15,81,5,2.01,16.2,48.2,v Zimbabwe,Bulawayo,29 Oct 2017,0,1,1
B Kumar (INDIA),30.5,8,82,5,2.65,16.4,37,v England,Nottingham,9 Jul 2014,0,1,1
SCJ Broad (ENG),30,7,82,5,2.73,16.4,36,v India,Visakhapatnam,17 Nov 2016,0,1,1
AJ Hall (SA),34,10,84,5,2.47,16.8,40.8,v England,Lord's,31 Jul 2003,0,1,1
B Lee (AUS),31.5,7,84,5,2.63,16.8,38.2,v South Africa,Cape Town,16 Mar 2006,0,1,1
SR Watson (AUS),35.4,7,84,5,2.35,16.8,42.8,v India,Nagpur,6 Nov 2008,0,1,1
SCJ Broad (ENG),29,7,85,5,2.93,17,34.8,v West Indies,Kingston,4 Feb 2009,0,1,1
A Nel (SA),30.5,11,86,5,2.78,17.2,37,v Zimbabwe,Harare,7 Sep 2001,0,1,1
DJ Bravo (WI),29.1,5,87,5,2.98,17.4,35,v South Africa,Port Elizabeth,26 Dec 2007,0,1,1
SM Pollock (SA),51.1,19,90,5,1.75,18,61.4,v West Indies,Port of Spain,17 Mar 2001,0,1,1
CEW Silverwood (ENG),32,6,91,5,2.84,18.2,38.4,v South Africa,Cape Town,2 Jan 2000,0,1,1
M Morkel (SA),30,5,93,5,3.1,18.6,36,v Bangladesh,Dhaka,22 Feb 2008,0,1,1
UT Yadav (INDIA),17,2,93,5,5.47,18.6,20.4,v Australia,Perth,13 Jan 2012,0,1,1
Abdul Razzaq (PAK),32,7,94,5,2.93,18.8,38.4,v West Indies,Bridgetown,26 May 2005,0,1,1
BW Hilfenhaus (AUS),50,19,94,5,1.88,18.8,60,v West Indies,Bridgetown,7 Apr 2012,0,1,1
JN Gillespie (AUS),34.3,12,95,5,2.75,19,41.4,v India,Mumbai,27 Feb 2001,0,1,1
I Sharma (INDIA),28,7,95,5,3.39,19,33.6,v Bangladesh,Chittagong,17 Jan 2010,0,1,1
SCJ Broad (ENG),52,21,95,5,1.82,19,62.4,v Australia,Melbourne,26 Dec 2017,0,1,1
GD McGrath (AUS),47.1,18,96,5,2.03,19.2,56.6,v India,Chennai,18 Mar 2001,0,1,1
JN Gillespie (AUS),31,7,96,5,3.09,19.2,37.2,v India,Bengaluru,6 Oct 2004,0,1,1
Mohammad Asif (PAK),37,10,96,5,2.59,19.2,44.4,v South Africa,Cape Town,26 Jan 2007,0,1,1
JL Pattinson (AUS),30,6,96,5,3.2,19.2,36,v India,Chennai,22 Feb 2013,0,1,1
CT Tremlett (ENG),28.5,8,97,5,3.36,19.4,34.6,v Australia,Melbourne,26 Dec 2010,0,1,1
Waqar Younis (PAK),34.2,10,98,5,2.85,19.6,41.2,v Zimbabwe,Bulawayo,16 Nov 2002,0,1,1
Shahadat Hossain (BDESH),28,3,98,5,3.5,19.6,33.6,v England,Lord's,27 May 2010,0,1,1
JM Anderson (ENG),31,7,98,5,3.16,19.6,37.2,v Sri Lanka,Galle,26 Mar 2012,0,1,1
Shoaib Akhtar (PAK),22,1,99,5,4.5,19.8,26.4,v Australia,Perth,16 Dec 2004,0,1,1
KD Mills (NZ),39,12,100,5,2.56,20,46.8,v South Africa,Centurion,15 Apr 2006,0,1,1
KAJ Roach (WI),28.2,5,100,5,3.52,20,34,v Sri Lanka,Colombo (RPS),23 Nov 2010,0,1,1
JN Gillespie (AUS),32,5,101,5,3.15,20.2,38.4,v Sri Lanka,Kandy,16 Mar 2004,0,1,1
MM Patel (INDIA),38,11,101,5,2.65,20.2,45.6,v West Indies,Gros Islet,10 Jun 2006,0,1,1
VD Philander (SA),30,3,101,5,3.36,20.2,36,v New Zealand,Dunedin,7 Mar 2012,0,1,1
M Ntini (SA),31.2,6,102,5,3.25,20.4,37.6,v England,Leeds,21 Aug 2003,0,1,1
KR Pushpakumara (SL),36.5,7,103,5,2.79,20.6,44.2,v Pakistan,Karachi,12 Mar 2000,0,1,1
Mohammad Sami (PAK),34,6,103,5,3.02,20.6,40.8,v Zimbabwe,Harare,9 Nov 2002,0,1,1
ML Nkala (ZIM),42,11,104,5,2.47,20.8,50.4,v England,Nottingham,1 Jun 2000,0,1,1
SE Bond (NZ),30.1,7,104,5,3.44,20.8,36.2,v West Indies,St George's,28 Jun 2002,0,1,1
B Lee (AUS),30.1,8,105,5,3.48,21,36.2,v England,Lord's,21 Jul 2005,0,1,1
GD McGrath (AUS),41,14,106,5,2.58,21.2,49.2,v India,Nagpur,26 Oct 2004,0,1,1
Shabbir Ahmed (PAK),54,13,107,5,1.98,21.4,64.8,v New Zealand,Wellington,26 Dec 2003,0,1,1
AA Donald (SA),45,13,108,5,2.4,21.6,54,v West Indies,Kingston,19 Apr 2001,0,1,1
Shoaib Akhtar (PAK),27,4,109,5,4.03,21.8,32.4,v Australia,Melbourne,26 Dec 2004,0,1,1
Imran Khan (PAK),36.4,6,109,5,2.97,21.8,44,v Sri Lanka,Pallekele,3 Jul 2015,0,1,1
AR Caddick (ENG),38,8,110,5,2.89,22,45.6,v Sri Lanka,Kandy,7 Mar 2001,0,1,1
VD Philander (SA),41.2,9,111,5,2.68,22.2,49.6,v Australia,Perth,3 Nov 2016,0,1,1
FH Edwards (WI),23,1,112,5,4.86,22.4,27.6,v England,Chester-le-Street,15 Jun 2007,0,1,1
Mohammed Shami (INDIA),28.3,3,112,5,3.92,22.4,34.2,v Australia,Sydney,6 Jan 2015,0,1,1
RAS Lakmal (SL),45.5,9,112,5,2.44,22.4,55,v Zimbabwe,Harare,29 Oct 2016,0,1,1
MD Shanaka (SL),34,5,112,5,3.29,22.4,40.8,v India,Kolkata,16 Nov 2017,0,1,1
M Morkel (SA),40.5,2,113,5,2.76,22.6,49,v England,The Oval,19 Jul 2012,0,1,1
J Srinath (INDIA),24.5,5,114,5,4.59,22.8,29.8,v Sri Lanka,Galle,14 Aug 2001,0,1,1
M Dillon (WI),39,6,115,5,2.94,23,46.8,v Sri Lanka,Kandy,21 Nov 2001,0,1,1
JM Anderson (ENG),36,5,115,5,3.19,23,43.2,v Australia,Melbourne,26 Dec 2010,0,1,1
MJ Hoggard (ENG),42,11,116,5,2.76,23.2,50.4,v South Africa,Durban,26 Dec 2004,0,1,1
Umar Gul (PAK),29.2,4,116,5,3.95,23.2,35.2,v England,The Oval,17 Aug 2006,0,1,1
JN Gillespie (AUS),28,5,119,5,4.25,23.8,33.6,v England,Birmingham,5 Jul 2001,0,1,1
A Flintoff (ENG),37,6,119,5,3.21,23.8,44.4,v South Africa,Port Elizabeth,17 Dec 2004,0,1,1
JN Gillespie (AUS),32,9,120,5,3.75,24,38.4,v England,Nottingham,2 Aug 2001,0,1,1
MM Patel (INDIA),35,6,120,5,3.42,24,42,v New Zealand,Hamilton,18 Mar 2009,0,1,1
CR Woakes (ENG),43,7,120,5,2.79,24,51.6,v Australia,Adelaide,2 Dec 2017,0,1,1
SP Jones (ENG),34.3,5,121,5,3.5,24.2,41.4,v South Africa,Centurion,21 Jan 2005,0,1,1
DJ Bravo (WI),35.1,7,121,5,3.44,24.2,42.2,v Australia,Perth,16 Dec 2009,0,1,1
BA Stokes (ENG),43,7,122,5,2.83,24.4,51.6,v South Africa,Centurion,22 Jan 2016,0,1,1
SL Malinga (SL),34.1,2,124,5,3.62,24.8,41,v Bangladesh,Bogra,8 Mar 2006,0,1,1
BW Hilfenhaus (AUS),42,8,124,5,2.95,24.8,50.4,v England,Cardiff,8 Jul 2009,0,1,1
TG Southee (NZ),34.2,8,125,5,3.64,25,41.2,v Australia,Brisbane,20 Nov 2008,0,1,1
TG Southee (NZ),48,12,126,5,2.62,25.2,57.6,v England,Leeds,29 May 2015,0,1,1
ML Cummins (WI),37,5,126,5,3.4,25.2,44.4,v New Zealand,Hamilton,9 Dec 2017,0,1,1
MJ Hoggard (ENG),34.3,7,127,5,3.68,25.4,41.4,v Australia,Sydney,2 Jan 2003,0,1,1
Shabbir Ahmed (PAK),53.2,16,127,5,2.38,25.4,64,v New Zealand,Hamilton,19 Dec 2003,0,1,1
D Olivier (SA),33,8,129,5,3.9,25.8,39.6,v England,Manchester,4 Aug 2017,0,1,1
KAJ Roach (WI),36,5,130,5,3.61,26,43.2,v Sri Lanka,Galle,15 Nov 2010,0,1,1
RMS Eranga (SL),56.4,20,131,5,2.31,26.2,68,v England,Leeds,20 Jun 2014,0,1,1
SCJ Broad (ENG),49,13,132,5,2.69,26.4,58.8,v New Zealand,Napier,22 Mar 2008,0,1,1
SCJ Broad (ENG),45,11,132,5,2.93,26.4,54,v West Indies,St George's,21 Apr 2015,0,1,1
JR Hazlewood (AUS),36,10,132,5,3.66,26.4,43.2,v England,Cardiff,8 Jul 2015,0,1,1
M Morkel (SA),29,3,132,5,4.55,26.4,34.8,v New Zealand,Wellington,16 Mar 2017,0,1,1
S Sreesanth (INDIA),42,9,133,5,3.16,26.6,50.4,v England,The Oval,9 Aug 2007,0,1,1
SE Bond (NZ),33,2,133,5,4.03,26.6,39.6,v South Africa,Johannesburg,8 Nov 2007,0,1,1
WW Hinds (WI),28.4,3,134,5,4.67,26.8,34.4,v South Africa,Johannesburg,12 Dec 2003,0,1,1
Aizaz Cheema (PAK),41,6,134,5,3.26,26.8,49.2,v Bangladesh,Dhaka,17 Dec 2011,0,1,1
Mohammad Asif (PAK),36,7,135,5,3.75,27,43.2,v England,The Oval,17 Aug 2006,0,1,1
CS Martin (NZ),41,11,136,5,3.31,27.2,49.2,v South Africa,Port Elizabeth,30 Nov 2000,0,1,1
Shabbir Ahmed (PAK),38,6,136,5,3.57,27.2,45.6,v West Indies,Bridgetown,26 May 2005,0,1,1
MR Gillespie (NZ),30,7,136,5,4.53,27.2,36,v South Africa,Centurion,16 Nov 2007,0,1,1
Umar Gul (PAK),41,5,136,5,3.31,27.2,49.2,v Bangladesh,Dhaka,17 Dec 2011,0,1,1
B Lee (AUS),42,8,137,5,3.26,27.4,50.4,v West Indies,Port of Spain,19 Apr 2003,0,1,1
MS Kasprowicz (AUS),41,6,138,5,3.36,27.6,49.2,v Sri Lanka,Kandy,16 Mar 2004,0,1,1
J Srinath (INDIA),33,6,140,5,4.24,28,39.6,v South Africa,Bloemfontein,3 Nov 2001,0,1,1
TT Bresnan (ENG),48,11,140,5,2.91,28,57.6,v Australia,Sydney,3 Jan 2011,0,1,1
N Pradeep (SL),42,9,141,5,3.35,28.2,50.4,v England,Lord's,9 Jun 2016,0,1,1
M Dillon (WI),38,3,144,5,3.78,28.8,45.6,v Australia,Melbourne,26 Dec 2000,0,1,1
B Lee (AUS),50,13,144,5,2.88,28.8,60,v West Indies,Kingston,22 May 2008,0,1,1
HH Streak (ZIM),54.1,15,145,5,2.67,29,65,v India,Delhi,28 Feb 2002,0,1,1
CL Cairns (NZ),37,8,146,5,3.94,29.2,44.4,v Australia,Brisbane,8 Nov 2001,0,1,1
SJ Harmison (ENG),43.4,7,146,5,3.34,29.2,52.4,v Pakistan,Faisalabad,20 Nov 2005,0,1,1
M Ntini (SA),40.5,3,148,5,3.62,29.6,49,v Australia,Perth,17 Dec 2008,0,1,1
SM Pollock (SA),51,12,150,5,2.94,30,61.2,v New Zealand,Wellington,26 Mar 2004,0,1,1
R Rampaul (WI),43,3,150,5,3.48,30,51.6,v Bangladesh,Dhaka,13 Nov 2012,0,1,1
VC Drakes (WI),54,6,152,5,2.81,30.4,64.8,v Zimbabwe,Harare,4 Nov 2003,0,1,1
CS Martin (NZ),39.5,7,152,5,3.81,30.4,47.8,v Australia,Brisbane,18 Nov 2004,0,1,1
SJ Harmison (ENG),47,7,153,5,3.25,30.6,56.4,v South Africa,Durban,26 Dec 2004,0,1,1
DW Steyn (SA),45,8,155,5,3.44,31,54,v England,Lord's,16 Aug 2012,0,1,1
Mohammed Shami (INDIA),46,8,155,5,3.36,31,55.2,v South Africa,Johannesburg,18 Dec 2013,0,1,1
CB Mpofu (ZIM),41,4,156,5,3.8,31.2,49.2,v Bangladesh,Chittagong,6 Jan 2005,0,1,1
GD McGrath (AUS),53,8,157,5,2.96,31.4,63.6,v England,The Oval,8 Sep 2005,0,1,1
B Lee (AUS),39,6,160,5,4.1,32,46.8,v England,Manchester,11 Aug 2005,0,1,1
DW Steyn (SA),35.5,3,163,5,4.54,32.6,43,v Sri Lanka,Colombo (PSS),4 Aug 2006,0,1,1
SJ Harmison (ENG),43,7,164,5,3.81,32.8,51.6,v Australia,Perth,14 Dec 2006,0,1,1
MJ Hoggard (ENG),38,1,165,5,4.34,33,45.6,v Pakistan,Faisalabad,20 Nov 2005,0,1,1
M Dillon (WI),47,9,167,5,3.55,33.4,56.4,v India,Kolkata,30 Oct 2002,0,1,1
Mohammad Sami (PAK),43,6,170,5,3.95,34,51.6,v New Zealand,Hamilton,19 Dec 2003,0,1,1
Umar Gul (PAK),50,13,170,5,3.4,34,60,v New Zealand,Dunedin,24 Nov 2009,0,1,1
JL Pattinson (AUS),51,10,170,5,3.33,34,61.2,v England,Nottingham,10 Jul 2013,0,1,1
I Sharma (INDIA),54,9,170,5,3.14,34,64.8,v South Africa,Johannesburg,18 Dec 2013,0,1,1
Waqar Younis (PAK),46.1,6,172,5,3.72,34.4,55.4,v England,Manchester,31 May 2001,0,1,1
B Lee (AUS),40.4,5,173,5,4.25,34.6,48.8,v West Indies,Bridgetown,12 Jun 2008,0,1,1
JM Anderson (ENG),57.5,10,177,5,3.06,35.4,69.4,v South Africa,Centurion,16 Dec 2009,0,1,1
ST Finn (ENG),36,5,183,5,5.08,36.6,43.2,v Australia,Perth,16 Dec 2010,0,1,1
Mohammad Sami (PAK),55,10,190,5,3.45,38,66,v India,Bengaluru,24 Mar 2005,0,1,1
B Lee (AUS),35,2,193,5,5.51,38.6,42,v England,Birmingham,4 Aug 2005,0,1,1
S Sreesanth (INDIA),53,3,193,5,3.64,38.6,63.6,v South Africa,Cape Town,2 Jan 2011,0,1,1
I Sharma (INDIA),51.2,8,197,5,3.83,39.4,61.6,v England,Nottingham,29 Jul 2011,0,1,1
Tapash Baisya (BDESH),52,7,198,5,3.8,39.6,62.4,v Zimbabwe,Harare,19 Feb 2004,0,1,1
GD McGrath (AUS),45.5,7,201,5,4.38,40.2,55,v England,Manchester,11 Aug 2005,0,1,1
JJC Lawson (WI),44,6,205,5,4.65,41,52.8,v England,Birmingham,29 Jul 2004,0,1,1
Rubel Hossain (BDESH),41,1,210,5,5.12,42,49.2,v New Zealand,Hamilton,15 Feb 2010,0,1,1
S Sreesanth (INDIA),46,6,212,5,4.6,42.4,55.2,v England,Nottingham,29 Jul 2011,0,1,1
UT Yadav (INDIA),54.3,6,219,5,4.01,43.8,65.4,v Australia,Melbourne,26 Dec 2014,0,1,1
Mohammad Sami (PAK),47.3,5,235,5,4.94,47,57,v England,Leeds,4 Aug 2006,0,1,1
TG Southee (NZ),16.2,9,19,4,1.16,4.75,24.5,v West Indies,Kingston,8 Jun 2014,0,1,1
K Rabada (SA),17,5,34,4,2,8.5,25.5,v Australia,Hobart,12 Nov 2016,0,1,1
M Ntini (SA),13.4,3,35,4,2.56,8.75,20.5,v Bangladesh,Chittagong,29 Feb 2008,0,1,1
Shoaib Akhtar (PAK),11,2,36,4,3.27,9,16.5,v South Africa,Port Elizabeth,19 Jan 2007,0,1,1
CEL Ambrose (WI),18,3,42,4,2.33,10.5,27,v England,Leeds,17 Aug 2000,0,1,1
Umar Gul (PAK),18,1,43,4,2.38,10.75,27,v Sri Lanka,Colombo (PSS),12 Jul 2009,0,1,1
L Klusener (SA),25,10,45,4,1.8,11.25,37.5,v West Indies,St John's,6 Apr 2001,0,1,1
AA Donald (SA),30,12,46,4,1.53,11.5,45,v India,Mumbai,24 Feb 2000,0,1,1
TG Southee (NZ),18,4,46,4,2.55,11.5,27,v Sri Lanka,Galle,17 Nov 2012,0,1,1
JH Kallis (SA),32.4,14,47,4,1.43,11.75,49,v West Indies,St John's,6 Apr 2001,0,1,1
Shoaib Akhtar (PAK),11,1,48,4,4.36,12,16.5,v Bangladesh,Chittagong,16 Jan 2002,0,1,1
RMS Eranga (SL),17.4,2,49,4,2.77,12.25,26.5,v Bangladesh,Dhaka,27 Jan 2014,0,1,1
Azhar Mahmood (PAK),26,12,50,4,1.92,12.5,39,v England,Lord's,17 May 2001,0,1,1
A Flintoff (ENG),28,9,50,4,1.78,12.5,42,v India,Bengaluru,19 Dec 2001,0,1,1
M Zondeki (SA),16,1,50,4,3.12,12.5,24,v West Indies,Bridgetown,21 Apr 2005,0,1,1
CA Walsh (WI),24.5,9,51,4,2.05,12.75,37.2,v England,Leeds,17 Aug 2000,0,1,1
JO Holder (WI),13.5,1,54,4,3.9,13.5,20.7,v England,Lord's,7 Sep 2017,0,1,1
E Chigumbura (ZIM),24.3,10,55,4,2.24,13.75,36.7,v Bangladesh,Dhaka,25 Oct 2014,0,1,1
DAJ Bracewell (NZ),23.1,5,55,4,2.37,13.75,34.7,v Australia,Adelaide,27 Nov 2015,0,1,1
BW Hilfenhaus (AUS),19,2,60,4,3.15,15,28.5,v England,Leeds,7 Aug 2009,0,1,1
AD Mathews (SL),26,7,60,4,2.3,15,39,v England,Leeds,20 Jun 2014,0,1,1
VC Drakes (WI),18,2,61,4,3.38,15.25,27,v Bangladesh,Dhaka,8 Dec 2002,0,1,1
Tanvir Ahmed (PAK),18.5,2,63,4,3.34,15.75,28.2,v New Zealand,Hamilton,7 Jan 2011,0,1,1
Ziaur Rahman (BDESH),23,8,63,4,2.73,15.75,34.5,v Zimbabwe,Harare,25 Apr 2013,0,1,1
PM Siddle (AUS),29.3,7,63,4,2.13,15.75,44.2,v England,Manchester,1 Aug 2013,0,1,1
HH Streak (ZIM),34.1,11,64,4,1.87,16,51.2,v England,Chester-le-Street,5 Jun 2003,0,1,1
Mushfiqur Rahman (BDESH),25.4,8,65,4,2.53,16.25,38.5,v West Indies,Gros Islet,28 May 2004,0,1,1
T Panyangara (ZIM),38,15,65,4,1.71,16.25,57,v Bangladesh,Dhaka,14 Jan 2005,0,1,1
MS Kasprowicz (AUS),34,11,66,4,1.94,16.5,51,v India,Bengaluru,6 Oct 2004,0,1,1
P Kumar (INDIA),37,13,66,4,1.78,16.5,55.5,v West Indies,Roseau,6 Jul 2011,0,1,1
JN Gillespie (AUS),49,20,68,4,1.38,17,73.5,v West Indies,Bridgetown,1 May 2003,0,1,1
M Ntini (SA),23,6,69,4,3,17.25,34.5,v Bangladesh,Dhaka,1 May 2003,0,1,1
A Flintoff (ENG),40,12,74,4,1.85,18.5,60,v Sri Lanka,Galle,2 Dec 2003,0,1,1
Mashrafe Mortaza (BDESH),23,3,74,4,3.21,18.5,34.5,v New Zealand,Dunedin,4 Jan 2008,0,1,1
IE O'Brien (NZ),23,4,74,4,3.21,18.5,34.5,v England,Nottingham,5 Jun 2008,0,1,1
KJ Abbott (SA),39,13,75,4,1.92,18.75,58.5,v Australia,Adelaide,24 Nov 2016,0,1,1
DJ Bravo (WI),24,6,76,4,3.16,19,36,v England,Birmingham,29 Jul 2004,0,1,1
JN Gillespie (AUS),27,3,76,4,2.81,19,40.5,v India,Mumbai,3 Nov 2004,0,1,1
NC Johnson (ZIM),37,15,77,4,2.08,19.25,55.5,v West Indies,Kingston,24 Mar 2000,0,1,1
CS Martin (NZ),23,5,77,4,3.34,19.25,34.5,v Sri Lanka,Galle,18 Aug 2009,0,1,1
N Pradeep (SL),27,8,78,4,2.88,19.5,40.5,v South Africa,Johannesburg,12 Jan 2017,0,1,1
MJ Hoggard (ENG),24.3,7,80,4,3.26,20,36.7,v India,Bengaluru,19 Dec 2001,0,1,1
SM Pollock (SA),30,8,81,4,2.7,20.25,45,v Sri Lanka,Colombo (SSC),11 Aug 2004,0,1,1
A Nel (SA),24.1,3,81,4,3.35,20.25,36.2,v Australia,Sydney,2 Jan 2006,0,1,1
M Morkel (SA),24.1,7,81,4,3.35,20.25,36.2,v West Indies,Bridgetown,26 Jun 2010,0,1,1
JM Anderson (ENG),32,5,81,4,2.53,20.25,48,v India,Nagpur,13 Dec 2012,0,1,1
A Flintoff (ENG),32,8,82,4,2.56,20.5,48,v India,Mumbai,18 Mar 2006,0,1,1
DJ Bravo (WI),37,9,82,4,2.21,20.5,55.5,v South Africa,Cape Town,2 Jan 2008,0,1,1
MI Black (WI),28,5,83,4,2.96,20.75,42,v Australia,Brisbane,23 Nov 2000,0,1,1
DBL Powell (WI),24,7,83,4,3.45,20.75,36,v New Zealand,Wellington,17 Mar 2006,0,1,1
SR Clark (AUS),39,10,83,4,2.12,20.75,58.5,v South Africa,Durban,24 Mar 2006,0,1,1
Azhar Mahmood (PAK),26.3,7,84,4,3.16,21,39.7,v Sri Lanka,Galle,21 Jun 2000,0,1,1
AB Agarkar (INDIA),42,17,84,4,2,21,63,v Bangladesh,Dhaka,10 Nov 2000,0,1,1
JH Kallis (SA),37,16,84,4,2.27,21,55.5,v West Indies,Port of Spain,17 Mar 2001,0,1,1
IG Butler (NZ),25,2,84,4,3.36,21,37.5,v West Indies,Bridgetown,21 Jun 2002,0,1,1
M Ntini (SA),21,3,84,4,4,21,31.5,v Sri Lanka,Colombo (PSS),4 Aug 2006,0,1,1
DAJ Bracewell (NZ),28.3,3,84,4,2.94,21,42.7,v West Indies,Kingston,2 Aug 2012,0,1,1
JH Kallis (SA),35,10,90,4,2.57,22.5,52.5,v England,Birmingham,30 Jul 2008,0,1,1
CS Martin (NZ),32,5,90,4,2.81,22.5,48,v Australia,Hobart,9 Dec 2011,0,1,1
PM Siddle (AUS),35,8,91,4,2.6,22.75,52.5,v Sri Lanka,Colombo (SSC),16 Sep 2011,0,1,1
TG Southee (NZ),37,12,91,4,2.45,22.75,55.5,v West Indies,Bridgetown,26 Jun 2014,0,1,1
Mohammed Shami (INDIA),30,7,92,4,3.06,23,45,v West Indies,North Sound,21 Jul 2016,0,1,1
SCJ Broad (ENG),35,7,93,4,2.65,23.25,52.5,v West Indies,St John's,15 Feb 2009,0,1,1
JM Anderson (ENG),31.2,6,93,4,2.96,23.25,47,v Australia,Melbourne,26 Dec 2013,0,1,1
Abdul Razzaq (PAK),32,7,94,4,2.93,23.5,48,v England,Manchester,31 May 2001,0,1,1
MJ Hoggard (ENG),32,6,94,4,2.93,23.5,48,v South Africa,Port Elizabeth,17 Dec 2004,0,1,1
JM Anderson (ENG),48,14,94,4,1.95,23.5,72,v West Indies,Port of Spain,6 Mar 2009,0,1,1
Robiul Islam (BDESH),26,1,94,4,3.61,23.5,39,v Sri Lanka,Colombo (RPS),16 Mar 2013,0,1,1
MS Kasprowicz (AUS),38.5,10,95,4,2.44,23.75,58.2,v Sri Lanka,Colombo (SSC),24 Mar 2004,0,1,1
JM Anderson (ENG),35,6,95,4,2.71,23.75,52.5,v India,Visakhapatnam,17 Nov 2016,0,1,1
A Flintoff (ENG),22,3,96,4,4.36,24,33,v India,Mohali,9 Mar 2006,0,1,1
VD Philander (SA),37,8,96,4,2.59,24,55.5,v Australia,Perth,30 Nov 2012,0,1,1
I Sharma (INDIA),30,8,96,4,3.2,24,45,v England,The Oval,15 Aug 2014,0,1,1
TG Southee (NZ),32,11,96,4,3,24,48,v Zimbabwe,Bulawayo,28 Jul 2016,0,1,1
SM Pollock (SA),30.4,4,98,4,3.19,24.5,46,v New Zealand,Hamilton,10 Mar 2004,0,1,1
SL Malinga (SL),29.5,5,98,4,3.28,24.5,44.7,v Bangladesh,Chittagong,28 Feb 2006,0,1,1
JM Anderson (ENG),42,11,98,4,2.33,24.5,63,v Sri Lanka,Colombo (PSS),3 Apr 2012,0,1,1
ST Gabriel (WI),43,11,98,4,2.27,24.5,64.5,v Zimbabwe,Bulawayo,29 Oct 2017,0,1,1
A Flintoff (ENG),30,4,99,4,3.3,24.75,45,v Australia,Brisbane,23 Nov 2006,0,1,1
SR Clark (AUS),39,12,99,4,2.53,24.75,58.5,v West Indies,Bridgetown,12 Jun 2008,0,1,1
SI Mahmood (ENG),21.3,1,100,4,4.65,25,32.2,v Australia,Melbourne,26 Dec 2006,0,1,1
RJ Harris (AUS),24.3,5,100,4,4.08,25,36.7,v South Africa,Cape Town,9 Nov 2011,0,1,1
M Morkel (SA),36.1,7,100,4,2.76,25,54.2,v New Zealand,Hamilton,25 Mar 2017,0,1,1
CEL Ambrose (WI),39,9,101,4,2.58,25.25,58.5,v England,Manchester,3 Aug 2000,0,1,1
GD McGrath (AUS),30.3,7,101,4,3.31,25.25,45.7,v England,Birmingham,5 Jul 2001,0,1,1
SJ Harmison (ICC),30.3,5,101,4,3.31,25.25,45.7,v Australia,Sydney,14 Oct 2005,0,1,1
T Panyangara (ZIM),32.4,5,101,4,3.09,25.25,49,v Bangladesh,Chittagong,12 Nov 2014,0,1,1
PJ Cummins (AUS),30,4,101,4,3.36,25.25,45,v Bangladesh,Dhaka,27 Aug 2017,0,1,1
IE O'Brien (NZ),36,7,102,4,2.83,25.5,54,v Australia,Brisbane,20 Nov 2008,0,1,1
Umar Gul (PAK),33.1,7,102,4,3.07,25.5,49.7,v England,Nottingham,29 Jul 2010,0,1,1
DW Steyn (SA),32,3,103,4,3.21,25.75,48,v India,Chennai,26 Mar 2008,0,1,1
