Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
BJ Arnel (NZ),38,8,130,3,3.42,43.33,76,v Australia,Hamilton,27 Mar 2010,1,1,1
I Sharma (INDIA),42.3,9,130,3,3.05,43.33,85,v Sri Lanka,Delhi,2 Dec 2017,1,1,1
JJC Lawson (WI),32.3,2,131,3,4.03,43.66,65,v Australia,Bridgetown,1 May 2003,1,1,1
GD McGrath (AUS),48,11,131,3,2.72,43.66,96,v West Indies,Adelaide,25 Nov 2005,1,1,1
M Dillon (WI),45,10,132,3,2.93,44,90,v South Africa,Port of Spain,17 Mar 2001,1,1,1
M Morkel (SA),44.1,13,132,3,2.98,44,88.3,v India,Cape Town,2 Jan 2011,1,1,1
SCJ Broad (ENG),44,9,132,3,3,44,88,v Sri Lanka,Leeds,20 Jun 2014,1,1,1
JO Holder (WI),42,16,132,3,3.14,44,84,v England,North Sound,13 Apr 2015,1,1,1
BA Stokes (ENG),29,6,133,3,4.58,44.33,58,v Australia,The Oval,20 Aug 2015,1,1,1
J Srinath (INDIA),43.1,12,134,3,3.1,44.66,86.3,v Zimbabwe,Nagpur,25 Nov 2000,1,1,1
CS Martin (NZ),44,8,134,3,3.04,44.66,88,v England,Napier,22 Mar 2008,1,1,1
DJG Sammy (WI),51,9,134,3,2.62,44.66,102,v Pakistan,Basseterre,20 May 2011,1,1,1
Talha Jubair (BDESH),31,3,135,3,4.35,45,62,v West Indies,Dhaka,8 Dec 2002,1,1,1
JN Gillespie (AUS),45,11,135,3,3,45,90,v India,Sydney,2 Jan 2004,1,1,1
Naved-ul-Hasan (PAK),41.5,6,135,3,3.22,45,83.6,v Sri Lanka,Karachi,28 Oct 2004,1,1,1
SR Clark (AUS),40,11,135,3,3.37,45,80,v Sri Lanka,Hobart,16 Nov 2007,1,1,1
Mohammed Shami (INDIA),41,12,135,3,3.29,45,82,v Sri Lanka,Delhi,2 Dec 2017,1,1,1
NAM McLean (WI),34.5,3,136,3,3.9,45.33,69.6,v South Africa,Port of Spain,17 Mar 2001,1,1,1
SL Malinga (SL),30,5,136,3,4.53,45.33,60,v South Africa,Colombo (PSS),4 Aug 2006,1,1,1
JM Anderson (ENG),44,9,136,3,3.09,45.33,88,v South Africa,Leeds,18 Jul 2008,1,1,1
A Flintoff (ENG),40,5,137,3,3.42,45.66,80,v Australia,Nottingham,25 Aug 2005,1,1,1
JR Hazlewood (AUS),39,8,138,3,3.53,46,78,v New Zealand,Brisbane,5 Nov 2015,1,1,1
CB Mpofu (ZIM),47,8,138,3,2.93,46,94,v Sri Lanka,Harare,29 Oct 2016,1,1,1
SCJ Broad (ENG),41,8,139,3,3.39,46.33,82,v New Zealand,Lord's,15 May 2008,1,1,1
SCJ Broad (ENG),44,9,139,3,3.15,46.33,88,v West Indies,Nottingham,25 May 2012,1,1,1
CL Cairns (NZ),32,8,140,3,4.37,46.66,64,v Australia,Hamilton,31 Mar 2000,1,1,1
SW Masakadza (ZIM),56,12,140,3,2.5,46.66,112,v Pakistan,Harare,3 Sep 2013,1,1,1
CBRLS Kumara (SL),37.4,5,140,3,3.71,46.66,75.3,v Zimbabwe,Colombo (RPS),14 Jul 2017,1,1,1
JM Anderson (ENG),35,7,141,3,4.02,47,70,v South Africa,The Oval,4 Sep 2003,1,1,1
L Balaji (INDIA),37,5,141,3,3.81,47,74,v Pakistan,Kolkata,16 Mar 2005,1,1,1
A Nel (SA),45,11,141,3,3.13,47,90,v Australia,Durban,24 Mar 2006,1,1,1
M Morkel (SA),32.5,6,142,3,4.32,47.33,65.6,v Sri Lanka,Cape Town,3 Jan 2012,1,1,1
UT Yadav (INDIA),46,5,142,3,3.08,47.33,92,v Australia,Ranchi,16 Mar 2017,1,1,1
JH Kallis (SA),37,9,143,3,3.86,47.66,74,v India,Bloemfontein,3 Nov 2001,1,1,1
BA Stokes (ENG),32,5,143,3,4.46,47.66,64,v New Zealand,Lord's,21 May 2015,1,1,1
B Lee (AUS),40,4,144,3,3.6,48,80,v England,Perth,14 Dec 2006,1,1,1
A Flintoff (ENG),50,12,145,3,2.9,48.33,100,v South Africa,Nottingham,14 Aug 2003,1,1,1
PM Siddle (AUS),53,10,147,3,2.77,49,106,v South Africa,Brisbane,9 Nov 2012,1,1,1
CT Mumba (ZIM),42,8,147,3,3.5,49,84,v Sri Lanka,Harare,6 Nov 2016,1,1,1
BT Watambwa (ZIM),40.5,10,148,3,3.62,49.33,81.6,v India,Bulawayo,7 Jun 2001,1,1,1
DW Steyn (SA),38.3,6,148,3,3.84,49.33,77,v England,Durban,26 Dec 2004,1,1,1
AR Caddick (ENG),40.1,5,150,3,3.73,50,80.3,v India,Leeds,22 Aug 2002,1,1,1
FH Edwards (WI),38,5,151,3,3.97,50.33,76,v England,St John's,10 Apr 2004,1,1,1
I Sharma (INDIA),43,8,151,3,3.51,50.33,86,v South Africa,Kolkata,14 Feb 2010,1,1,1
D Gough (ENG),33,6,152,3,4.6,50.66,66,v Australia,Birmingham,5 Jul 2001,1,1,1
SM Pollock (SA),41,9,152,3,3.7,50.66,82,v West Indies,Cape Town,2 Jan 2004,1,1,1
SE Bond (NZ),35,4,152,3,4.34,50.66,70,v Sri Lanka,Wellington,15 Dec 2006,1,1,1
D Gough (ENG),48,8,154,3,3.2,51.33,96,v West Indies,Manchester,3 Aug 2000,1,1,1
SCJ Broad (ENG),45,6,154,3,3.42,51.33,90,v South Africa,Lord's,16 Aug 2012,1,1,1
B Lee (AUS),44,8,157,3,3.56,52.33,88,v England,Melbourne,26 Dec 2002,1,1,1
CS Martin (NZ),44.4,5,157,3,3.51,52.33,89.3,v England,Wellington,13 Mar 2008,1,1,1
UT Yadav (INDIA),31,1,158,3,5.09,52.66,62,v New Zealand,Bengaluru,31 Aug 2012,1,1,1
IE O'Brien (NZ),44,6,161,3,3.65,53.66,88,v Pakistan,Dunedin,24 Nov 2009,1,1,1
CJ Drum (NZ),40,8,163,3,4.07,54.33,80,v England,Wellington,21 Mar 2002,1,1,1
SL Malinga (SL),42,4,168,3,4,56,84,v India,Colombo (PSS),3 Aug 2010,1,1,1
A Nel (SA),48.5,9,169,3,3.46,56.33,97.6,v Pakistan,Centurion,11 Jan 2007,1,1,1
JH Kallis (SA),43,7,172,3,4,57.33,86,v England,Johannesburg,13 Jan 2005,1,1,1
SCJ Broad (ENG),45,11,172,3,3.82,57.33,90,v India,Lord's,17 Jul 2014,1,1,1
LE Plunkett (ENG),57,9,173,3,3.03,57.66,114,v India,Nottingham,9 Jul 2014,1,1,1
B Lee (AUS),52,4,174,3,3.34,58,104,v England,Adelaide,1 Dec 2006,1,1,1
NAM McLean (WI),39.4,7,175,3,4.41,58.33,79.3,v Pakistan,Bridgetown,18 May 2000,1,1,1
CT Tremlett (ENG),55,8,190,3,3.45,63.33,110,v India,The Oval,9 Aug 2007,1,1,1
FH Edwards (WI),40,1,192,3,4.8,64,80,v England,Bridgetown,26 Feb 2009,1,1,1
TG Southee (NZ),47,10,192,3,4.08,64,94,v Bangladesh,Wellington,12 Jan 2017,1,1,1
NJ Astle (NZ),10,4,13,2,1.3,6.5,30,v West Indies,Auckland,9 Mar 2006,1,1,1
AD Mathews (SL),11,5,15,2,1.36,7.5,33,v Pakistan,Colombo (PSS),25 Jun 2015,1,1,1
AJ Hall (SA),11,6,19,2,1.72,9.5,33,v Sri Lanka,Johannesburg,8 Nov 2002,1,1,1
M Ntini (SA),16,8,19,2,1.18,9.5,48,v Bangladesh,Bloemfontein,19 Nov 2008,1,1,1
JDP Oram (NZ),11,3,21,2,1.9,10.5,33,v Bangladesh,Wellington,12 Jan 2008,1,1,1
PD Collingwood (ENG),10,1,24,2,2.4,12,30,v India,The Oval,9 Aug 2007,1,1,1
AD Mathews (SL),15,7,24,2,1.6,12,45,v India,Colombo (PSS),20 Aug 2015,1,1,1
DR Tuffey (NZ),16,7,25,2,1.56,12.5,48,v India,Wellington,12 Dec 2002,1,1,1
DT Hondo (ZIM),18,5,25,2,1.38,12.5,54,v Bangladesh,Bulawayo,26 Feb 2004,1,1,1
MR Marsh (AUS),10,3,25,2,2.5,12.5,30,v New Zealand,Brisbane,5 Nov 2015,1,1,1
JH Kallis (SA),15.5,4,26,2,1.64,13,47.5,v New Zealand,Johannesburg,8 Dec 2000,1,1,1
CJ Drum (NZ),11,1,26,2,2.36,13,33,v Bangladesh,Wellington,26 Dec 2001,1,1,1
JH Kallis (SA),13,4,26,2,2,13,39,v Bangladesh,Potchefstroom,25 Oct 2002,1,1,1
TL Best (WI),14,4,26,2,1.85,13,42,v England,Bridgetown,1 Apr 2004,1,1,1
WW Hinds (WI),11,4,28,2,2.54,14,33,v Sri Lanka,Gros Islet,20 Jun 2003,1,1,1
S Sreesanth (INDIA),12,4,28,2,2.33,14,36,v New Zealand,Nagpur,20 Nov 2010,1,1,1
KD Mills (NZ),11,4,29,2,2.63,14.5,33,v Bangladesh,Wellington,12 Jan 2008,1,1,1
JH Kallis (SA),17,5,30,2,1.76,15,51,v Pakistan,Durban,26 Dec 2002,1,1,1
SM Pollock (SA),21,11,30,2,1.42,15,63,v England,Centurion,21 Jan 2005,1,1,1
JDP Oram (NZ),10,5,30,2,3,15,30,v Sri Lanka,Christchurch,7 Dec 2006,1,1,1
DE Bernard (WI),11,2,30,2,2.72,15,33,v Bangladesh,Kingstown,9 Jul 2009,1,1,1
TT Bresnan (ENG),14,8,30,2,2.14,15,42,v Australia,Lord's,18 Jul 2013,1,1,1
R Rampaul (WI),11,2,31,2,2.81,15.5,33,v India,Roseau,6 Jul 2011,1,1,1
JH Kallis (SA),11.1,3,31,2,2.77,15.5,33.5,v New Zealand,Cape Town,2 Jan 2013,1,1,1
NJ Astle (NZ),18,10,32,2,1.77,16,54,v England,Christchurch,13 Mar 2002,1,1,1
JM Bird (AUS),13,5,32,2,2.46,16,39,v Sri Lanka,Melbourne,26 Dec 2012,1,1,1
M Ngam (SA),19,8,34,2,1.78,17,57,v New Zealand,Johannesburg,8 Dec 2000,1,1,1
GD McGrath (AUS),12,4,34,2,2.83,17,36,v ICC World XI,Sydney,14 Oct 2005,1,1,1
JO Holder (WI),16,4,34,2,2.12,17,48,v England,Bridgetown,1 May 2015,1,1,1
H Masakadza (ZIM),13,4,34,2,2.61,17,39,v Sri Lanka,Harare,6 Nov 2016,1,1,1
SR Watson (AUS),10,2,35,2,3.5,17.5,30,v New Zealand,Brisbane,20 Nov 2008,1,1,1
I Sharma (INDIA),14,3,35,2,2.5,17.5,42,v Australia,Delhi,22 Mar 2013,1,1,1
TCB Fernando (SL),15,3,36,2,2.4,18,45,v Bangladesh,Colombo (SSC),28 Jul 2002,1,1,1
SM Pollock (SA),13,3,36,2,2.76,18,39,v New Zealand,Johannesburg,5 May 2006,1,1,1
PM Siddle (AUS),15,5,36,2,2.4,18,45,v West Indies,Hobart,10 Dec 2015,1,1,1
N Pradeep (SL),16,6,36,2,2.25,18,48,v Australia,Pallekele,26 Jul 2016,1,1,1
J Srinath (INDIA),18,4,37,2,2.05,18.5,54,v Zimbabwe,Delhi,28 Feb 2002,1,1,1
A Nel (SA),12,1,37,2,3.08,18.5,36,v New Zealand,Johannesburg,8 Nov 2007,1,1,1
TCB Fernando (SL),10,3,38,2,3.8,19,30,v Bangladesh,Colombo (PSS),21 Jul 2002,1,1,1
SM Pollock (SA),16,6,38,2,2.37,19,48,v Bangladesh,Potchefstroom,25 Oct 2002,1,1,1
DJ Bravo (WI),17.3,6,38,2,2.17,19,52.5,v India,Basseterre,22 Jun 2006,1,1,1
B Lee (AUS),16,5,38,2,2.37,19,48,v New Zealand,Brisbane,20 Nov 2008,1,1,1
JM Anderson (ENG),15,6,38,2,2.53,19,45,v West Indies,Lord's,6 May 2009,1,1,1
SR Watson (AUS),17,4,38,2,2.23,19,51,v Pakistan,Hobart,14 Jan 2010,1,1,1
CS Martin (NZ),16,6,38,2,2.37,19,48,v South Africa,Hamilton,15 Mar 2012,1,1,1
KTGD Prasad (SL),15,6,38,2,2.53,19,45,v West Indies,Galle,14 Oct 2015,1,1,1
JH Kallis (SA),14,1,39,2,2.78,19.5,42,v Sri Lanka,Centurion,20 Jan 2001,1,1,1
BA Stokes (ENG),15,1,39,2,2.6,19.5,45,v Pakistan,Manchester,22 Jul 2016,1,1,1
JH Kallis (SA),14,1,40,2,2.85,20,42,v New Zealand,Johannesburg,5 May 2006,1,1,1
SR Watson (AUS),17,4,40,2,2.35,20,51,v Pakistan,Sydney,3 Jan 2010,1,1,1
PM Siddle (AUS),18,3,40,2,2.22,20,54,v West Indies,Melbourne,26 Dec 2015,1,1,1
C de Grandhomme (NZ),19,3,40,2,2.1,20,57,v West Indies,Wellington,1 Dec 2017,1,1,1
C de Grandhomme (NZ),12,1,40,2,3.33,20,36,v West Indies,Hamilton,9 Dec 2017,1,1,1
SM Pollock (SA),26,9,41,2,1.57,20.5,78,v New Zealand,Johannesburg,8 Dec 2000,1,1,1
KO Meth (ZIM),22,7,41,2,1.86,20.5,66,v Bangladesh,Harare,25 Apr 2013,1,1,1
L Klusener (SA),16,5,42,2,2.62,21,48,v England,Cape Town,2 Jan 2000,1,1,1
A Nel (SA),13,3,42,2,3.23,21,39,v New Zealand,Centurion,16 Nov 2007,1,1,1
JDP Oram (NZ),22,6,44,2,2,22,66,v South Africa,Wellington,26 Mar 2004,1,1,1
SR Watson (AUS),10,0,44,2,4.4,22,30,v West Indies,Brisbane,26 Nov 2009,1,1,1
JM Anderson (ENG),19,6,44,2,2.31,22,57,v South Africa,Lord's,6 Jul 2017,1,1,1
SM Pollock (SA),18,8,45,2,2.5,22.5,54,v Sri Lanka,Johannesburg,8 Nov 2002,1,1,1
A Nel (SA),22.2,6,45,2,2.01,22.5,67,v Australia,Cape Town,16 Mar 2006,1,1,1
SM Pollock (SA),15,4,45,2,3,22.5,45,v New Zealand,Centurion,15 Apr 2006,1,1,1
CA Walsh (WI),28,10,46,2,1.64,23,84,v Pakistan,Georgetown,5 May 2000,1,1,1
AJ Bichel (AUS),24,7,46,2,1.91,23,72,v West Indies,Brisbane,23 Nov 2000,1,1,1
GD McGrath (AUS),27,12,46,2,1.7,23,81,v New Zealand,Hobart,22 Nov 2001,1,1,1
Abdul Razzaq (PAK),14,2,47,2,3.35,23.5,42,v New Zealand,Lahore,1 May 2002,1,1,1
ST Gabriel (WI),15,3,47,2,3.13,23.5,45,v England,Bridgetown,1 May 2015,1,1,1
TCB Fernando (SL),15,3,48,2,3.2,24,45,v Zimbabwe,Colombo (SSC),27 Dec 2001,1,1,1
JN Gillespie (AUS),16,3,48,2,3,24,48,v Bangladesh,Darwin,18 Jul 2003,1,1,1
JDP Oram (NZ),22,5,49,2,2.22,24.5,66,v Pakistan,Wellington,26 Dec 2003,1,1,1
MJ Hoggard (ENG),13,0,49,2,3.76,24.5,39,v Australia,Manchester,11 Aug 2005,1,1,1
IE O'Brien (NZ),15,2,49,2,3.26,24.5,45,v Bangladesh,Dunedin,4 Jan 2008,1,1,1
JH Kallis (SA),15,4,49,2,3.26,24.5,45,v Australia,Durban,6 Mar 2009,1,1,1
PM Siddle (AUS),26.4,6,49,2,1.83,24.5,80,v England,Brisbane,21 Nov 2013,1,1,1
DG Cork (ENG),15,1,50,2,3.33,25,45,v West Indies,The Oval,31 Aug 2000,1,1,1
AB Agarkar (INDIA),12,1,50,2,4.16,25,36,v Australia,Mumbai,27 Feb 2001,1,1,1
Mushfiqur Rahman (BDESH),18.3,6,50,2,2.7,25,55.5,v England,Chittagong,29 Oct 2003,1,1,1
AJ Hall (SA),12.5,1,50,2,3.89,25,38.5,v New Zealand,Johannesburg,5 May 2006,1,1,1
BW Hilfenhaus (AUS),16,6,50,2,3.12,25,48,v West Indies,Brisbane,26 Nov 2009,1,1,1
JO Holder (WI),20,6,50,2,2.5,25,60,v New Zealand,Bridgetown,26 Jun 2014,1,1,1
Shafiul Islam (BDESH),18,5,50,2,2.77,25,54,v Zimbabwe,Chittagong,12 Nov 2014,1,1,1
JN Gillespie (AUS),18,4,51,2,2.83,25.5,54,v England,Brisbane,7 Nov 2002,1,1,1
DJG Sammy (WI),28,7,51,2,1.82,25.5,84,v India,Roseau,6 Jul 2011,1,1,1
JM Anderson (ENG),17,4,51,2,3,25.5,51,v India,The Oval,15 Aug 2014,1,1,1
BA Stokes (ENG),14,1,51,2,3.64,25.5,42,v South Africa,The Oval,27 Jul 2017,1,1,1
M Morkel (SA),19,7,51,2,2.68,25.5,57,v Bangladesh,Potchefstroom,28 Sep 2017,1,1,1
M Ntini (SA),11,2,52,2,4.72,26,33,v Sri Lanka,Cape Town,2 Jan 2001,1,1,1
A Flintoff (ENG),15,1,52,2,3.46,26,45,v West Indies,Birmingham,29 Jul 2004,1,1,1
JH Kallis (SA),21.1,8,52,2,2.45,26,63.5,v Australia,Durban,24 Mar 2006,1,1,1
CRD Fernando (SL),15.5,1,53,2,3.34,26.5,47.5,v Pakistan,Colombo (SSC),14 Jun 2000,1,1,1
FH Edwards (WI),18.5,3,53,2,2.81,26.5,56.5,v India,St John's,2 Jun 2006,1,1,1
M Ntini (SA),26,9,54,2,2.07,27,78,v Sri Lanka,Durban,26 Dec 2000,1,1,1
DBL Powell (WI),20,5,54,2,2.7,27,60,v England,Kingston,4 Feb 2009,1,1,1
SCJ Broad (ENG),23,7,54,2,2.34,27,69,v Australia,Nottingham,10 Jul 2013,1,1,1
Mushfiqur Rahman (BDESH),17,6,55,2,3.23,27.5,51,v England,Dhaka,21 Oct 2003,1,1,1
JDP Oram (NZ),23,7,55,2,2.39,27.5,69,v Pakistan,Hamilton,19 Dec 2003,1,1,1
JN Gillespie (AUS),26,6,55,2,2.11,27.5,78,v Sri Lanka,Darwin,1 Jul 2004,1,1,1
Rubel Hossain (BDESH),22,6,55,2,2.5,27.5,66,v Zimbabwe,Khulna,3 Nov 2014,1,1,1
MJ Hoggard (ENG),16,1,56,2,3.5,28,48,v Australia,Lord's,21 Jul 2005,1,1,1
RD King (WI),26,7,57,2,2.19,28.5,78,v Pakistan,Georgetown,5 May 2000,1,1,1
KO Meth (ZIM),32,11,57,2,1.78,28.5,96,v Bangladesh,Harare,17 Apr 2013,1,1,1
M Mbangwa (ZIM),28,10,58,2,2.07,29,84,v New Zealand,Harare,19 Sep 2000,1,1,1
CS Martin (NZ),17,3,58,2,3.41,29,51,v England,Wellington,21 Mar 2002,1,1,1
Talha Jubair (BDESH),20,5,58,2,2.9,29,60,v West Indies,Chittagong,16 Dec 2002,1,1,1
DW Steyn (SA),27,12,58,2,2.14,29,81,v India,Cape Town,2 Jan 2007,1,1,1
SR Watson (AUS),20,4,58,2,2.9,29,60,v India,Sydney,6 Jan 2015,1,1,1
UT Yadav (INDIA),16,4,58,2,3.62,29,48,v England,Mohali,26 Nov 2016,1,1,1
KAJ Roach (WI),25,6,59,2,2.36,29.5,75,v South Africa,Bridgetown,26 Jun 2010,1,1,1
M Morkel (SA),20.3,6,59,2,2.87,29.5,61.5,v Pakistan,Cape Town,14 Feb 2013,1,1,1
SCJ Broad (ENG),31,14,59,2,1.9,29.5,93,v West Indies,Lord's,7 Sep 2017,1,1,1
J Srinath (INDIA),16,3,60,2,3.75,30,48,v Australia,Mumbai,27 Feb 2001,1,1,1
VD Philander (SA),22,3,60,2,2.72,30,66,v Pakistan,Johannesburg,1 Feb 2013,1,1,1
JH Kallis (SA),20,4,61,2,3.05,30.5,60,v England,Cape Town,2 Jan 2000,1,1,1
DJ Terbrugge (SA),16,2,61,2,3.81,30.5,48,v Australia,Durban,15 Mar 2002,1,1,1
Nazmul Hossain (BDESH),24,5,61,2,2.54,30.5,72,v Pakistan,Dhaka,17 Dec 2011,1,1,1
JM Anderson (ENG),23,6,61,2,2.65,30.5,69,v Sri Lanka,Lord's,9 Jun 2016,1,1,1
B Lee (AUS),19,5,62,2,3.26,31,57,v South Africa,Sydney,2 Jan 2002,1,1,1
VD Philander (SA),25,6,62,2,2.48,31,75,v Pakistan,Centurion,22 Feb 2013,1,1,1
C de Grandhomme (NZ),24,4,62,2,2.58,31,72,v South Africa,Hamilton,25 Mar 2017,1,1,1
SCJ Broad (ENG),18,5,62,2,3.44,31,54,v South Africa,Lord's,6 Jul 2017,1,1,1
D Gough (ENG),15,3,63,2,4.2,31.5,45,v Australia,Nottingham,2 Aug 2001,1,1,1
GD McGrath (AUS),32,10,63,2,1.96,31.5,96,v England,Melbourne,26 Dec 2006,1,1,1
BA Stokes (ENG),25,9,63,2,2.52,31.5,75,v West Indies,Leeds,25 Aug 2017,1,1,1
M Hayward (SA),14,3,64,2,4.57,32,42,v Bangladesh,Potchefstroom,25 Oct 2002,1,1,1
A Flintoff (ENG),27,7,64,2,2.37,32,81,v New Zealand,Leeds,3 Jun 2004,1,1,1
I Sharma (INDIA),26,8,64,2,2.46,32,78,v Australia,Nagpur,6 Nov 2008,1,1,1
G Onions (ENG),12,2,64,2,5.33,32,36,v West Indies,Lord's,6 May 2009,1,1,1
SR Watson (AUS),26,8,64,2,2.46,32,78,v West Indies,Perth,16 Dec 2009,1,1,1
CB Mpofu (ZIM),22,5,64,2,2.9,32,66,v Pakistan,Bulawayo,1 Sep 2011,1,1,1
JH Kallis (SA),21.2,7,65,2,3.04,32.5,64,v India,Port Elizabeth,16 Nov 2001,1,1,1
LE Plunkett (ENG),19,2,65,2,3.42,32.5,57,v Sri Lanka,Nottingham,2 Jun 2006,1,1,1
Abdul Razzaq (PAK),17.4,4,65,2,3.67,32.5,53,v West Indies,Multan,19 Nov 2006,1,1,1
CJ Jordan (ENG),12,1,65,2,5.41,32.5,36,v India,Manchester,7 Aug 2014,1,1,1
DT Tiripano (ZIM),26,8,65,2,2.5,32.5,78,v South Africa,Harare,9 Aug 2014,1,1,1
ST Gabriel (WI),21,5,65,2,3.09,32.5,63,v India,North Sound,21 Jul 2016,1,1,1
Abdul Razzaq (PAK),34,15,66,2,1.94,33,102,v Sri Lanka,Peshawar,5 Mar 2000,1,1,1
SJ Harmison (ENG),28,5,66,2,2.35,33,84,v South Africa,Nottingham,14 Aug 2003,1,1,1
FH Edwards (WI),20,5,66,2,3.3,33,60,v Bangladesh,Kingston,4 Jun 2004,1,1,1
HH Streak (ZIM),26,9,67,2,2.57,33.5,78,v New Zealand,Bulawayo,12 Sep 2000,1,1,1
Umar Gul (PAK),27,3,67,2,2.48,33.5,81,v Bangladesh,Peshawar,27 Aug 2003,1,1,1
RJ Harris (AUS),34,9,67,2,1.97,33.5,102,v India,Perth,13 Jan 2012,1,1,1
ST Gabriel (WI),22,3,67,2,3.04,33.5,66,v England,St George's,21 Apr 2015,1,1,1
DJ Bravo (WI),24,3,68,2,2.83,34,72,v India,Kingston,30 Jun 2006,1,1,1
SP Jones (ENG),16,2,69,2,4.31,34.5,48,v Australia,Birmingham,4 Aug 2005,1,1,1
Shoaib Akhtar (PAK),16,3,70,2,4.37,35,48,v India,Karachi,29 Jan 2006,1,1,1
KAJ Roach (WI),23.4,3,70,2,2.95,35,71,v Pakistan,Providence,12 May 2011,1,1,1
CL Cairns (NZ),18,0,71,2,3.94,35.5,54,v Australia,Auckland,11 Mar 2000,1,1,1
CE Cuffy (WI),27,9,71,2,2.62,35.5,81,v South Africa,Kingston,19 Apr 2001,1,1,1
N Pradeep (SL),19,1,71,2,3.73,35.5,57,v Pakistan,Galle,17 Jun 2015,1,1,1
SCJ Broad (ENG),25,4,72,2,2.88,36,75,v Pakistan,The Oval,18 Aug 2010,1,1,1
M Dillon (WI),28,6,73,2,2.6,36.5,84,v New Zealand,Bridgetown,21 Jun 2002,1,1,1
AM Blignaut (ZIM),22.4,6,73,2,3.22,36.5,68,v Bangladesh,Harare,19 Feb 2004,1,1,1
JE Taylor (WI),28,7,73,2,2.6,36.5,84,v England,St John's,15 Feb 2009,1,1,1
ST Gabriel (WI),26,3,73,2,2.8,36.5,78,v Bangladesh,Gros Islet,13 Sep 2014,1,1,1
AJ Bichel (AUS),23,4,74,2,3.21,37,69,v England,Brisbane,7 Nov 2002,1,1,1
CA Walsh (WI),38,10,75,2,1.97,37.5,114,v South Africa,Georgetown,9 Mar 2001,1,1,1
AM Blignaut (ZIM),22.4,5,75,2,3.3,37.5,68,v Pakistan,Bulawayo,16 Nov 2002,1,1,1
NB Mahwire (ZIM),25,7,75,2,3,37.5,75,v West Indies,Harare,4 Nov 2003,1,1,1
SB Styris (NZ),29,8,75,2,2.58,37.5,87,v South Africa,Hamilton,10 Mar 2004,1,1,1
DW Steyn (SA),21,7,75,2,3.57,37.5,63,v England,Johannesburg,13 Jan 2005,1,1,1
CS Martin (NZ),27.4,4,75,2,2.71,37.5,83,v Sri Lanka,Christchurch,7 Dec 2006,1,1,1
FH Edwards (WI),26,2,75,2,2.88,37.5,78,v England,St John's,15 Feb 2009,1,1,1
VD Philander (SA),24,8,76,2,3.16,38,72,v New Zealand,Cape Town,2 Jan 2013,1,1,1
JL Pattinson (AUS),18,3,76,2,4.22,38,54,v West Indies,Sydney,3 Jan 2016,1,1,1
SCJ Broad (ENG),21,4,77,2,3.66,38.5,63,v New Zealand,Nottingham,5 Jun 2008,1,1,1
LS Baker (WI),23,4,77,2,3.34,38.5,69,v England,Port of Spain,6 Mar 2009,1,1,1
MR Marsh (AUS),26,4,77,2,2.96,38.5,78,v South Africa,Perth,3 Nov 2016,1,1,1
SM Pollock (SA),41,16,78,2,1.9,39,123,v England,Cape Town,2 Jan 2000,1,1,1
JE Taylor (WI),21,2,78,2,3.71,39,63,v Sri Lanka,Kingston,27 Jun 2003,1,1,1
B Lee (AUS),23,5,78,2,3.39,39,69,v Zimbabwe,Sydney,17 Oct 2003,1,1,1
DJG Sammy (WI),29,7,78,2,2.68,39,87,v Australia,Kingston,22 May 2008,1,1,1
UT Yadav (INDIA),20,1,79,2,3.95,39.5,60,v Sri Lanka,Kolkata,16 Nov 2017,1,1,1
JN Gillespie (AUS),34,11,80,2,2.35,40,102,v South Africa,Adelaide,14 Dec 2001,1,1,1
MJ Saggers (ENG),22,5,80,2,3.63,40,66,v New Zealand,Nottingham,10 Jun 2004,1,1,1
G Onions (ENG),22,5,80,2,3.63,40,66,v Australia,Leeds,7 Aug 2009,1,1,1
A Sanford (WI),25,5,81,2,3.24,40.5,75,v India,Georgetown,11 Apr 2002,1,1,1
RJ Harris (AUS),34,9,81,2,2.38,40.5,102,v England,Melbourne,26 Dec 2013,1,1,1
KTGD Prasad (SL),24,3,81,2,3.37,40.5,72,v Pakistan,Galle,6 Aug 2014,1,1,1
DAJ Bracewell (NZ),22.1,4,81,2,3.65,40.5,66.5,v Sri Lanka,Hamilton,18 Dec 2015,1,1,1
TG Southee (NZ),32,10,82,2,2.56,41,96,v Pakistan,Hamilton,7 Jan 2011,1,1,1
RK Kleinveldt (SA),25,3,82,2,3.28,41,75,v Pakistan,Centurion,22 Feb 2013,1,1,1
DBL Powell (WI),21,5,83,2,3.95,41.5,63,v Pakistan,Bridgetown,26 May 2005,1,1,1
BW Hilfenhaus (AUS),37,13,83,2,2.24,41.5,111,v England,Melbourne,26 Dec 2010,1,1,1
KD Mills (NZ),31,10,84,2,2.7,42,93,v Sri Lanka,Wellington,11 Apr 2005,1,1,1
RAS Lakmal (SL),16,1,84,2,5.25,42,48,v West Indies,Colombo (RPS),23 Nov 2010,1,1,1
RJ Harris (AUS),29,5,84,2,2.89,42,87,v England,Adelaide,3 Dec 2010,1,1,1
N Pradeep (SL),29,5,84,2,2.89,42,87,v West Indies,Galle,14 Oct 2015,1,1,1
ST Gabriel (WI),23,4,84,2,3.65,42,69,v India,Gros Islet,9 Aug 2016,1,1,1
GD McGrath (AUS),35,10,85,2,2.42,42.5,105,v England,Melbourne,26 Dec 2002,1,1,1
